station_id,station_name,timestamp,weather_date,hour_of_day,temperature_celsius,humidity_percent,pressure_hpa,wind_speed_ms,precipitation_mm,weather_condition,uv_index,sessions_during_weather,energy_during_weather,avg_duration_during_weather
469752,"Ionna Carlin, NV Rechargery Relay @ Ridley’s Market",2025-12-10T11:17:35,2025-12-10,11,1.23,56.0,1025.0,1.42,0.0,Clouds,0.0,0,,
469752,"Ionna Carlin, NV Rechargery Relay @ Ridley’s Market",2025-12-10T15:05:34,2025-12-10,15,-0.77,58.0,1025.0,0.99,0.0,Clear,0.0,0,,
469752,"Ionna Carlin, NV Rechargery Relay @ Ridley’s Market",2025-12-10T20:26:40,2025-12-10,20,14.23,32.0,1023.0,2.31,0.0,Clear,0.0,0,,
469752,"Ionna Carlin, NV Rechargery Relay @ Ridley’s Market",2025-12-10T20:37:48,2025-12-10,20,14.23,32.0,1022.0,2.31,0.0,Clear,0.0,0,,
469752,"Ionna Carlin, NV Rechargery Relay @ Ridley’s Market",2025-12-10T20:45:15,2025-12-10,20,14.23,32.0,1022.0,2.4,0.0,Clear,0.0,0,,
469752,"Ionna Carlin, NV Rechargery Relay @ Ridley’s Market",2025-12-10T20:55:44,2025-12-10,20,14.23,32.0,1022.0,2.4,0.0,Clear,0.0,0,,
469752,"Ionna Carlin, NV Rechargery Relay @ Ridley’s Market",2025-12-10T21:07:04,2025-12-10,21,14.23,32.0,1022.0,2.4,0.0,Clear,0.0,0,,
469752,"Ionna Carlin, NV Rechargery Relay @ Ridley’s Market",2025-12-10T21:17:46,2025-12-10,21,14.23,32.0,1022.0,2.4,0.0,Clear,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T07:18:05,2025-12-10,7,13.49,92.0,1017.0,5.14,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T07:28:13,2025-12-10,7,13.49,92.0,1017.0,5.14,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T07:37:22,2025-12-10,7,13.54,92.0,1016.0,5.14,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T07:47:43,2025-12-10,7,13.38,92.0,1016.0,5.14,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T07:57:53,2025-12-10,7,13.44,92.0,1016.0,5.14,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T08:08:30,2025-12-10,8,13.45,92.0,1016.0,5.14,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T09:42:20,2025-12-10,9,13.28,93.0,1016.0,2.57,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T09:52:41,2025-12-10,9,13.28,93.0,1016.0,2.57,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T10:03:21,2025-12-10,10,13.25,94.0,1016.0,2.57,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T10:15:03,2025-12-10,10,13.35,93.0,1016.0,2.57,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T10:25:55,2025-12-10,10,13.45,93.0,1016.0,2.57,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T10:36:29,2025-12-10,10,13.39,93.0,1016.0,2.57,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T10:47:11,2025-12-10,10,13.45,93.0,1016.0,2.57,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T10:57:39,2025-12-10,10,13.52,93.0,1016.0,2.57,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T11:06:44,2025-12-10,11,13.71,93.0,1016.0,3.09,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T11:17:34,2025-12-10,11,13.7,93.0,1016.0,3.09,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T15:05:33,2025-12-10,15,15.5,90.0,1017.0,3.09,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T20:26:39,2025-12-10,20,20.64,71.0,1013.0,4.63,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T20:37:47,2025-12-10,20,19.85,75.0,1012.0,5.14,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T20:45:14,2025-12-10,20,19.89,76.0,1012.0,5.14,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T20:55:43,2025-12-10,20,20.32,74.0,1012.0,5.14,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T21:07:03,2025-12-10,21,19.99,75.0,1012.0,3.6,0.0,Clouds,0.0,0,,
469807,OUC ReCharge EV Hub at OCCC,2025-12-10T21:17:45,2025-12-10,21,19.61,75.0,1012.0,3.6,0.0,Clouds,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T07:18:04,2025-12-10,7,-1.92,94.0,990.0,1.54,0.86,Snow,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T07:28:12,2025-12-10,7,-1.92,93.0,990.0,2.06,0.86,Snow,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T07:37:21,2025-12-10,7,-1.92,93.0,992.0,2.06,0.48,Snow,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T07:47:42,2025-12-10,7,-1.92,93.0,992.0,2.57,0.48,Snow,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T07:57:52,2025-12-10,7,-1.92,93.0,992.0,2.57,0.48,Snow,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T08:08:29,2025-12-10,8,-2.7,97.0,991.0,3.09,0.48,Snow,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T09:42:19,2025-12-10,9,-2.87,98.0,994.0,3.6,0.0,Mist,0.0,7,115.78,90.0
470113,Kwik-Charge #1205,2025-12-10T09:52:40,2025-12-10,9,-2.87,98.0,994.0,4.63,0.0,Mist,0.0,7,115.78,90.0
470113,Kwik-Charge #1205,2025-12-10T10:03:20,2025-12-10,10,-2.87,96.0,993.0,5.66,0.0,Mist,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T10:15:02,2025-12-10,10,-2.94,96.0,993.0,5.66,0.0,Mist,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T10:25:53,2025-12-10,10,-2.94,92.0,994.0,5.66,0.72,Snow,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T10:36:28,2025-12-10,10,-2.94,92.0,996.0,5.66,0.15,Snow,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T10:47:10,2025-12-10,10,-3.81,98.0,996.0,5.14,0.23,Snow,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T10:57:38,2025-12-10,10,-3.81,98.0,996.0,5.14,0.15,Snow,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T11:06:43,2025-12-10,11,-3.88,92.0,995.0,5.14,0.42,Snow,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T11:17:33,2025-12-10,11,-3.88,92.0,996.0,5.14,0.27,Snow,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T15:05:32,2025-12-10,15,-3.75,84.0,1004.0,6.17,0.0,Clouds,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T20:26:38,2025-12-10,20,-2.8,79.0,1011.0,5.66,0.0,Clouds,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T20:37:45,2025-12-10,20,-2.8,79.0,1012.0,5.66,0.0,Clouds,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T20:45:12,2025-12-10,20,-2.8,74.0,1012.0,6.69,0.0,Clouds,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T20:55:42,2025-12-10,20,-2.8,74.0,1012.0,6.69,0.0,Clouds,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T21:07:02,2025-12-10,21,-2.87,73.0,1012.0,5.66,0.0,Clouds,0.0,0,,
470113,Kwik-Charge #1205,2025-12-10T21:17:44,2025-12-10,21,-2.87,73.0,1012.0,5.66,0.0,Clouds,0.0,0,,
470276,"New Albany Light, Gas, and Water",2025-12-10T07:18:03,2025-12-10,7,3.39,80.0,1014.0,3.98,0.0,Clear,0.0,16,425.12,52.5
470276,"New Albany Light, Gas, and Water",2025-12-10T07:28:11,2025-12-10,7,3.39,80.0,1014.0,3.98,0.0,Clear,0.0,12,318.84,52.5
470276,"New Albany Light, Gas, and Water",2025-12-10T07:37:20,2025-12-10,7,3.39,81.0,1014.0,4.47,0.0,Clear,0.0,14,371.98,52.5
470276,"New Albany Light, Gas, and Water",2025-12-10T07:47:41,2025-12-10,7,3.39,81.0,1014.0,4.47,0.0,Clear,0.0,14,371.98,52.5
470276,"New Albany Light, Gas, and Water",2025-12-10T07:57:51,2025-12-10,7,3.39,81.0,1014.0,4.47,0.0,Clear,0.0,14,371.98,52.5
470276,"New Albany Light, Gas, and Water",2025-12-10T08:08:28,2025-12-10,8,2.84,80.0,1014.0,4.47,0.0,Clear,0.0,5,346.55,90.0
470276,"New Albany Light, Gas, and Water",2025-12-10T09:42:18,2025-12-10,9,3.39,83.0,1013.0,4.42,0.0,Clouds,0.0,0,,
470276,"New Albany Light, Gas, and Water",2025-12-10T09:52:39,2025-12-10,9,3.39,84.0,1013.0,4.42,0.0,Clouds,0.0,0,,
470276,"New Albany Light, Gas, and Water",2025-12-10T10:03:19,2025-12-10,10,3.39,82.0,1012.0,4.42,0.0,Clouds,0.0,0,,
470276,"New Albany Light, Gas, and Water",2025-12-10T10:15:01,2025-12-10,10,2.84,82.0,1012.0,4.42,0.0,Clouds,0.0,0,,
470276,"New Albany Light, Gas, and Water",2025-12-10T10:25:52,2025-12-10,10,2.84,82.0,1012.0,4.42,0.0,Clouds,0.0,0,,
470276,"New Albany Light, Gas, and Water",2025-12-10T10:36:27,2025-12-10,10,2.84,82.0,1012.0,4.73,0.0,Clouds,0.0,0,,
470276,"New Albany Light, Gas, and Water",2025-12-10T10:47:09,2025-12-10,10,2.84,82.0,1012.0,4.73,0.0,Clouds,0.0,0,,
470276,"New Albany Light, Gas, and Water",2025-12-10T10:57:37,2025-12-10,10,2.84,82.0,1012.0,4.73,0.0,Clouds,0.0,0,,
470276,"New Albany Light, Gas, and Water",2025-12-10T11:06:42,2025-12-10,11,3.39,81.0,1012.0,4.73,0.0,Clouds,0.0,7,225.61,120.0
470276,"New Albany Light, Gas, and Water",2025-12-10T11:17:32,2025-12-10,11,3.39,81.0,1012.0,4.73,0.0,Clouds,0.0,5,161.15,120.0
470276,"New Albany Light, Gas, and Water",2025-12-10T15:05:31,2025-12-10,15,8.39,83.0,1012.0,6.32,0.0,Clouds,0.0,0,,
470276,"New Albany Light, Gas, and Water",2025-12-10T20:26:37,2025-12-10,20,14.5,54.0,1011.0,6.77,0.0,Clear,0.0,0,,
470276,"New Albany Light, Gas, and Water",2025-12-10T20:37:44,2025-12-10,20,14.5,48.0,1011.0,6.77,0.0,Clear,0.0,0,,
470276,"New Albany Light, Gas, and Water",2025-12-10T20:45:11,2025-12-10,20,14.5,48.0,1011.0,7.03,0.0,Clear,0.0,0,,
470276,"New Albany Light, Gas, and Water",2025-12-10T20:55:41,2025-12-10,20,14.5,48.0,1011.0,7.03,0.0,Clear,0.0,0,,
470276,"New Albany Light, Gas, and Water",2025-12-10T21:07:01,2025-12-10,21,14.5,48.0,1011.0,7.03,0.0,Clear,0.0,0,,
470276,"New Albany Light, Gas, and Water",2025-12-10T21:17:43,2025-12-10,21,14.5,48.0,1011.0,7.03,0.0,Clear,0.0,0,,
470312,Safeway,2025-12-10T07:18:02,2025-12-10,7,7.14,77.0,1022.0,4.47,0.0,Mist,0.0,0,,
470312,Safeway,2025-12-10T07:28:10,2025-12-10,7,7.09,77.0,1022.0,4.02,0.0,Mist,0.0,0,,
470312,Safeway,2025-12-10T07:37:19,2025-12-10,7,7.17,77.0,1022.0,3.58,0.0,Mist,0.0,0,,
470312,Safeway,2025-12-10T07:47:40,2025-12-10,7,7.23,77.0,1022.0,4.47,0.0,Mist,0.0,0,,
470312,Safeway,2025-12-10T07:57:50,2025-12-10,7,7.22,77.0,1022.0,4.47,0.0,Mist,0.0,0,,
470312,Safeway,2025-12-10T08:08:27,2025-12-10,8,7.16,77.0,1022.0,4.47,0.0,Mist,0.0,0,,
470312,Safeway,2025-12-10T09:42:17,2025-12-10,9,6.88,81.0,1022.0,3.6,0.0,Mist,0.0,0,,
470312,Safeway,2025-12-10T09:52:38,2025-12-10,9,6.89,80.0,1022.0,2.57,0.0,Mist,0.0,0,,
470312,Safeway,2025-12-10T10:03:18,2025-12-10,10,6.85,79.0,1022.0,2.68,0.0,Mist,0.0,0,,
470312,Safeway,2025-12-10T10:15:00,2025-12-10,10,6.84,79.0,1022.0,2.68,0.0,Mist,0.0,0,,
470312,Safeway,2025-12-10T10:25:51,2025-12-10,10,6.88,79.0,1022.0,2.57,0.0,Mist,0.0,0,,
470312,Safeway,2025-12-10T10:36:26,2025-12-10,10,6.82,81.0,1021.0,3.6,0.0,Mist,0.0,0,,
470312,Safeway,2025-12-10T10:47:07,2025-12-10,10,6.84,82.0,1021.0,4.02,0.0,Mist,0.0,0,,
470312,Safeway,2025-12-10T10:57:36,2025-12-10,10,6.84,82.0,1021.0,4.02,0.0,Mist,0.0,0,,
470312,Safeway,2025-12-10T11:06:41,2025-12-10,11,6.82,82.0,1021.0,3.13,0.0,Mist,0.0,7,31.01,30.0
470312,Safeway,2025-12-10T11:17:31,2025-12-10,11,6.8,81.0,1021.0,2.68,0.0,Mist,0.0,5,22.15,30.0
470312,Safeway,2025-12-10T20:26:36,2025-12-10,20,14.75,67.0,1021.0,1.79,0.0,Clear,0.0,0,,
470312,Safeway,2025-12-10T20:37:43,2025-12-10,20,15.42,65.0,1020.0,2.24,0.0,Clear,0.0,0,,
470312,Safeway,2025-12-10T20:45:10,2025-12-10,20,15.73,65.0,1020.0,1.79,0.0,Clear,0.0,0,,
470312,Safeway,2025-12-10T20:55:40,2025-12-10,20,15.85,65.0,1020.0,2.24,0.0,Clear,0.0,0,,
470312,Safeway,2025-12-10T21:07:00,2025-12-10,21,15.97,64.0,1020.0,2.24,0.0,Clear,0.0,0,,
470312,Safeway,2025-12-10T21:17:42,2025-12-10,21,16.35,63.0,1020.0,1.79,0.0,Clear,0.0,0,,
470314,EVolve NY Afton,2025-12-10T07:18:01,2025-12-10,7,-3.33,75.0,1010.0,0.89,0.0,Clouds,0.0,0,,
470314,EVolve NY Afton,2025-12-10T07:28:09,2025-12-10,7,-3.33,75.0,1010.0,0.89,0.0,Clouds,0.0,0,,
470314,EVolve NY Afton,2025-12-10T07:37:18,2025-12-10,7,-3.33,76.0,1008.0,1.34,0.0,Clouds,0.0,0,,
470314,EVolve NY Afton,2025-12-10T07:47:39,2025-12-10,7,-3.33,76.0,1008.0,0.89,0.0,Clouds,0.0,0,,
470314,EVolve NY Afton,2025-12-10T07:57:49,2025-12-10,7,-3.33,76.0,1008.0,0.89,0.0,Clouds,0.0,0,,
470314,EVolve NY Afton,2025-12-10T08:08:26,2025-12-10,8,-3.28,76.0,1008.0,0.89,0.0,Clouds,0.0,0,,
470314,EVolve NY Afton,2025-12-10T09:42:16,2025-12-10,9,-3.32,78.0,1007.0,0.45,0.26,Snow,0.0,0,,
470314,EVolve NY Afton,2025-12-10T09:52:37,2025-12-10,9,-3.31,79.0,1007.0,0.45,0.26,Snow,0.0,0,,
470314,EVolve NY Afton,2025-12-10T10:03:17,2025-12-10,10,-3.3,79.0,1007.0,0.89,0.26,Snow,0.0,8,579.6,90.0
470314,EVolve NY Afton,2025-12-10T10:14:59,2025-12-10,10,-3.14,79.0,1007.0,0.89,0.26,Snow,0.0,7,507.15,90.0
470314,EVolve NY Afton,2025-12-10T10:25:50,2025-12-10,10,-3.15,79.0,1007.0,0.89,0.29,Snow,0.0,7,507.15,90.0
470314,EVolve NY Afton,2025-12-10T10:36:25,2025-12-10,10,-3.31,82.0,1005.0,0.89,1.33,Snow,0.0,7,507.15,90.0
470314,EVolve NY Afton,2025-12-10T10:47:06,2025-12-10,10,-3.19,82.0,1005.0,0.89,0.75,Snow,0.0,7,507.15,90.0
470314,EVolve NY Afton,2025-12-10T10:57:35,2025-12-10,10,-3.21,84.0,1005.0,0.89,2.24,Snow,0.0,6,434.7,90.0
470314,EVolve NY Afton,2025-12-10T11:06:40,2025-12-10,11,-3.64,88.0,1005.0,0.89,0.89,Snow,0.0,0,,
470314,EVolve NY Afton,2025-12-10T11:17:29,2025-12-10,11,-3.64,90.0,1005.0,0.45,0.77,Snow,0.0,0,,
470314,EVolve NY Afton,2025-12-10T20:26:34,2025-12-10,20,-0.15,94.0,995.0,1.34,0.34,Snow,0.0,0,,
470314,EVolve NY Afton,2025-12-10T20:37:42,2025-12-10,20,-0.15,94.0,994.0,1.34,0.38,Snow,0.0,0,,
470314,EVolve NY Afton,2025-12-10T20:45:09,2025-12-10,20,-0.1,94.0,994.0,1.34,0.18,Snow,0.0,0,,
470314,EVolve NY Afton,2025-12-10T20:55:39,2025-12-10,20,0.12,94.0,994.0,0.89,1.43,Snow,0.0,0,,
470314,EVolve NY Afton,2025-12-10T21:06:58,2025-12-10,21,0.23,94.0,994.0,0.89,0.3,Snow,0.0,0,,
470314,EVolve NY Afton,2025-12-10T21:17:41,2025-12-10,21,0.24,94.0,994.0,0.89,0.18,Snow,0.0,0,,
470357,FastTrack Market Marathon,2025-12-10T07:18:00,2025-12-10,7,0.96,95.0,996.0,6.17,2.59,Rain,0.0,8,315.04,90.0
470357,FastTrack Market Marathon,2025-12-10T07:28:07,2025-12-10,7,0.96,95.0,996.0,5.66,2.73,Rain,0.0,6,236.28,90.0
470357,FastTrack Market Marathon,2025-12-10T07:37:17,2025-12-10,7,0.7,96.0,996.0,5.66,2.59,Mist,0.0,7,275.66,90.0
470357,FastTrack Market Marathon,2025-12-10T07:47:38,2025-12-10,7,0.93,95.0,996.0,5.66,1.46,Mist,0.0,7,275.66,90.0
470357,FastTrack Market Marathon,2025-12-10T07:57:48,2025-12-10,7,0.93,95.0,996.0,5.66,1.22,Snow,0.0,7,275.66,90.0
470357,FastTrack Market Marathon,2025-12-10T08:08:25,2025-12-10,8,0.93,95.0,995.0,5.14,1.06,Snow,0.0,5,144.25,90.0
470357,FastTrack Market Marathon,2025-12-10T09:42:15,2025-12-10,9,0.78,97.0,992.0,10.0,1.76,Snow,0.0,0,,
470357,FastTrack Market Marathon,2025-12-10T09:52:36,2025-12-10,9,1.04,96.0,992.0,10.0,1.64,Rain,0.0,0,,
470357,FastTrack Market Marathon,2025-12-10T10:03:16,2025-12-10,10,1.04,96.0,991.0,10.0,0.34,Rain,0.0,0,,
470357,FastTrack Market Marathon,2025-12-10T10:14:58,2025-12-10,10,1.09,97.0,991.0,12.0,1.15,Rain,0.0,0,,
470357,FastTrack Market Marathon,2025-12-10T10:25:49,2025-12-10,10,1.16,97.0,991.0,12.0,2.53,Rain,0.0,0,,
470357,FastTrack Market Marathon,2025-12-10T10:36:23,2025-12-10,10,1.5,96.0,992.0,7.2,2.66,Rain,0.0,0,,
470357,FastTrack Market Marathon,2025-12-10T10:47:05,2025-12-10,10,1.49,96.0,992.0,7.2,2.99,Rain,0.0,0,,
470357,FastTrack Market Marathon,2025-12-10T10:57:33,2025-12-10,10,1.49,96.0,991.0,7.2,2.99,Rain,0.0,0,,
470357,FastTrack Market Marathon,2025-12-10T11:06:39,2025-12-10,11,1.65,96.0,991.0,8.75,2.37,Rain,0.0,0,,
470357,FastTrack Market Marathon,2025-12-10T11:17:28,2025-12-10,11,1.65,96.0,990.0,7.2,1.26,Snow,0.0,0,,
470357,FastTrack Market Marathon,2025-12-10T20:26:33,2025-12-10,20,0.68,90.0,995.0,8.23,0.76,Snow,0.0,0,,
470357,FastTrack Market Marathon,2025-12-10T20:37:41,2025-12-10,20,0.6,88.0,998.0,8.23,0.76,Snow,0.0,0,,
470357,FastTrack Market Marathon,2025-12-10T20:45:08,2025-12-10,20,0.53,88.0,998.0,8.23,0.76,Snow,0.0,0,,
470357,FastTrack Market Marathon,2025-12-10T20:55:38,2025-12-10,20,-0.13,85.0,998.0,8.23,0.0,Mist,0.0,0,,
470357,FastTrack Market Marathon,2025-12-10T21:06:57,2025-12-10,21,-0.13,85.0,998.0,8.75,0.76,Snow,0.0,0,,
470357,FastTrack Market Marathon,2025-12-10T21:17:40,2025-12-10,21,-0.14,83.0,998.0,8.75,0.51,Snow,0.0,0,,
470498,US Highway 57,2025-12-10T07:17:59,2025-12-10,7,8.65,60.0,1014.0,3.05,0.0,Clear,0.0,8,169.2,45.0
470498,US Highway 57,2025-12-10T07:28:06,2025-12-10,7,8.65,60.0,1014.0,3.05,0.0,Clear,0.0,6,126.9,45.0
470498,US Highway 57,2025-12-10T07:37:16,2025-12-10,7,7.82,59.0,1014.0,3.49,0.0,Clouds,0.0,7,148.05,45.0
470498,US Highway 57,2025-12-10T07:47:37,2025-12-10,7,7.78,59.0,1014.0,3.49,0.0,Clouds,0.0,7,148.05,45.0
470498,US Highway 57,2025-12-10T07:57:47,2025-12-10,7,7.78,59.0,1014.0,3.49,0.0,Clouds,0.0,7,148.05,45.0
470498,US Highway 57,2025-12-10T08:08:24,2025-12-10,8,7.95,63.0,1014.0,3.49,0.0,Clouds,0.0,0,,
470498,US Highway 57,2025-12-10T09:42:14,2025-12-10,9,7.01,67.0,1013.0,2.87,0.0,Clouds,0.0,0,,
470498,US Highway 57,2025-12-10T09:52:35,2025-12-10,9,6.99,66.0,1013.0,2.87,0.0,Clouds,0.0,0,,
470498,US Highway 57,2025-12-10T10:03:15,2025-12-10,10,7.29,70.0,1013.0,2.87,0.0,Clouds,0.0,0,,
470498,US Highway 57,2025-12-10T10:14:57,2025-12-10,10,7.29,70.0,1013.0,2.87,0.0,Clouds,0.0,0,,
470498,US Highway 57,2025-12-10T10:25:48,2025-12-10,10,7.21,71.0,1013.0,2.87,0.0,Clouds,0.0,0,,
470498,US Highway 57,2025-12-10T10:36:22,2025-12-10,10,6.49,69.0,1013.0,2.5,0.0,Clouds,0.0,0,,
470498,US Highway 57,2025-12-10T10:47:04,2025-12-10,10,6.49,69.0,1013.0,2.5,0.0,Clouds,0.0,0,,
470498,US Highway 57,2025-12-10T10:57:32,2025-12-10,10,6.44,69.0,1013.0,2.5,0.0,Clouds,0.0,0,,
470498,US Highway 57,2025-12-10T11:06:38,2025-12-10,11,6.69,73.0,1013.0,2.5,0.0,Clouds,0.0,0,,
470498,US Highway 57,2025-12-10T11:17:27,2025-12-10,11,6.65,73.0,1013.0,2.5,0.0,Clouds,0.0,0,,
470498,US Highway 57,2025-12-10T20:26:32,2025-12-10,20,24.1,27.0,1015.0,7.72,0.0,Clear,0.0,0,,
470498,US Highway 57,2025-12-10T20:37:40,2025-12-10,20,24.1,27.0,1015.0,7.72,0.0,Clear,0.0,0,,
470498,US Highway 57,2025-12-10T20:45:07,2025-12-10,20,24.1,27.0,1015.0,7.72,0.0,Clear,0.0,0,,
470498,US Highway 57,2025-12-10T20:55:37,2025-12-10,20,23.71,17.0,1015.0,5.16,0.0,Clouds,0.0,0,,
470498,US Highway 57,2025-12-10T21:06:56,2025-12-10,21,25.1,25.0,1015.0,7.72,0.0,Clear,0.0,0,,
470498,US Highway 57,2025-12-10T21:17:39,2025-12-10,21,25.1,25.0,1015.0,7.72,0.0,Clear,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T07:17:58,2025-12-10,7,13.32,98.0,1018.0,0.45,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T07:28:05,2025-12-10,7,13.32,98.0,1018.0,0.45,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T07:37:15,2025-12-10,7,13.36,98.0,1018.0,0.45,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T07:47:36,2025-12-10,7,13.45,98.0,1018.0,0.45,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T07:57:46,2025-12-10,7,13.59,98.0,1018.0,0.45,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T08:08:22,2025-12-10,8,13.58,98.0,1018.0,0.89,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T09:42:13,2025-12-10,9,13.53,97.0,1019.0,2.57,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T09:52:34,2025-12-10,9,13.57,97.0,1019.0,2.57,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T10:03:14,2025-12-10,10,13.57,97.0,1019.0,3.09,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T10:14:56,2025-12-10,10,13.57,97.0,1019.0,3.6,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T10:25:47,2025-12-10,10,13.6,97.0,1019.0,3.6,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T10:36:21,2025-12-10,10,13.6,97.0,1019.0,3.6,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T10:47:03,2025-12-10,10,13.6,97.0,1019.0,3.6,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T10:57:31,2025-12-10,10,13.61,97.0,1019.0,3.6,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T11:06:37,2025-12-10,11,13.63,97.0,1019.0,3.6,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T11:17:26,2025-12-10,11,13.63,97.0,1019.0,3.6,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T15:05:19,2025-12-10,15,13.73,95.0,1018.0,3.6,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T20:26:31,2025-12-10,20,15.02,90.0,1019.0,4.12,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T20:37:39,2025-12-10,20,15.08,90.0,1019.0,4.12,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T20:45:06,2025-12-10,20,15.08,91.0,1019.0,4.12,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T20:55:36,2025-12-10,20,15.27,90.0,1019.0,4.12,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T21:06:55,2025-12-10,21,15.39,89.0,1019.0,2.57,0.0,Clouds,0.0,0,,
470651,"Starbucks - Ridgefield, WA",2025-12-10T21:17:37,2025-12-10,21,15.41,89.0,1019.0,2.57,0.11,Rain,0.0,0,,
470652,"Starbucks - Phoenix, OR",2025-12-10T07:17:57,2025-12-10,7,8.8,92.0,1025.0,2.34,0.0,Clouds,0.0,8,138.0,90.0
470652,"Starbucks - Phoenix, OR",2025-12-10T07:28:04,2025-12-10,7,8.78,92.0,1025.0,2.34,0.0,Clouds,0.0,6,103.5,90.0
470652,"Starbucks - Phoenix, OR",2025-12-10T07:37:14,2025-12-10,7,8.52,92.0,1026.0,2.06,0.0,Clouds,0.0,7,120.75,90.0
